"surveycode","toilet","relationship_hhhead","otherwatersource","drinkwatersource","age","birth_order","father_alive","haz_dhs","head_age","head_sex","height","hhsize","mother_alive","sex","urban_rural","watersource_dist","waz_dhs","wealth_factor","wealth_index","weight","mother_age","mother_years_ed","mother_height","mother_haz","father_age","father_years_ed","father_height","father_haz","workers","dependents","birth_weight","breast_duration","diarrhea","fever","is_visitor","istwin","mother_smokes","parasite_drugs","parents_years_ed","years_in_location","ever_breastfed","breastfeeding","interview_year"
"GH-7-1",0,0,0.153530895334174,0,0,0.133669609079445,0.000630517023959647,0.0460277427490542,0,0,0.03562421185372,0,0.000315258511979823,0,0,0.00378310214375788,0.0460277427490542,0,0,0.0340479192938209,0.0835435056746532,0.0835435056746532,0.122950819672131,0.12421185372005,0.328499369482976,0.328499369482976,0.434426229508197,0.434426229508197,0,0,0.486128625472888,0.645018915510719,0.133669609079445,0.133669609079445,0.133669609079445,0.133669609079445,0.133984867591425,0.135876418663304,0.534047919293821,1,0.133984867591425,0.133984867591425,2014
"GN-4-1",0.0214285714285714,1,0.00793650793650794,1,0,0,1,0.4125,0.00158730158730159,0,0.0825396825396825,0,1,0,0,0.258928571428571,0.4125,0,0,0.0748015873015873,1,0.0888888888888889,1,1,1,1,1,1,1,1,0.591468253968254,0.0301587301587302,0.0251984126984127,0.0376984126984127,0.00158730158730159,0,1,1,0.0888888888888889,1,0.0301587301587302,0.0301587301587302,1999
"GN-5-1",0.00411392405063291,0.0642405063291139,0.141139240506329,0.00189873417721519,0,0.115506329113924,0.00284810126582278,0.145569620253165,0,0,0.0598101265822785,0,0.000949367088607595,0,0,0.136708860759494,0.145569620253165,0,0,0.054746835443038,0.0737341772151899,0.0740506329113924,0.120569620253165,0.120569620253165,0.231645569620253,0.234177215189873,1,1,0,0,0.632278481012658,0.124050632911392,0.123101265822785,0.12246835443038,0.115506329113924,0.115506329113924,0.115506329113924,1,0.180379746835443,0.118670886075949,0.124050632911392,0.124050632911392,2005
"GN-6-1",0,0,0.145661979304855,0.00132661183337755,0,0.132130538604404,0.00159193420005306,0.0647386574688246,0.000265322366675511,0,0.0260015919342001,0,0,0,0,0.0023879013000796,0.0647386574688246,0,0,0.025470947200849,0.102149111170072,0.102149111170072,0.127620058370921,0.129477314937649,0.264261077208809,0.265853011408862,1,1,0,0,0.621384982754046,0.591668877686389,0.13770230830459,0.137436985937915,0.132130538604404,0.132130538604404,1,0.14539665693818,0.238524807641284,1,0.139559564871319,0.139559564871319,2012
"GU-7-1",0.000394695295232081,0,0.0748342279760025,0,0,0.0618092832333439,0.00323650142090306,0.0371013577518156,0,0,0.0274707925481528,0,0.000157878118092832,0,0,0.000236817177139249,0.0371013577518156,0,0,0.0275497316071992,0.0337069782128197,0.0337859172718661,0.121171455636249,0.121250394695295,0.2962582886012,0.2962582886012,1,1,0,0,0.116908746447742,0.607988632775497,0.0622039785285759,0.0622829175876224,0.0620461004104831,0.0620461004104831,0.0627565519419009,0.0629933691190401,0.427455004736344,1,0.0629933691190401,0.0629933691190401,2015
"GY-5-3",0.00462768195204039,0.0399663441312579,0.00210349179638199,0.00294488851493479,0,0.169541438788389,0.0180900294488851,0.295330248212032,0.0012620950778292,0,0.218763146823727,0,0.00715187210769878,0,0,0.00715187210769878,0.295330248212032,0,0,0.213294068153134,0.0740429112326462,0.0954985275557425,0.1729070256626,0.176272612536811,0.332772402187631,0.427008834665545,0.558266722759781,0.561211611274716,0,0,0.320151451409339,0.242322254943206,0.183845183003786,0.183845183003786,0.170382835506942,0.169541438788389,0.172065628944047,0.187210769877997,0.5187210769878,0.169541438788389,0.242322254943206,0.242322254943206,2009
"HN-6-1",0.000517687661777394,0.0483175150992235,0.000172562553925798,0,0,0.13037100949094,0.00457290767903365,0.0607420189818809,8.6281276962899e-05,0,0.0532355478861087,0,0.000862812769628991,0,0,0.00163934426229508,0.0607420189818809,0,0,0.0500431406384814,0.0650560828300259,0.0656600517687662,0.113287316652286,0.113891285591027,0.325280414150129,0.32588438308887,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2012
"HT-4-1",0.000748727163821503,0,0.15738244983528,0.000449236298292902,0,0.1476489967056,0.00284516322252171,0.0471698113207547,0.000299490865528601,0,0.0235100329439952,0,0.000449236298292902,0,0,0.127133872416891,0.0471698113207547,0,0,0.022911051212938,0.125935908954777,0.126834381551363,0.150344414495358,0.150943396226415,0.393081761006289,0.422431865828092,1,1,0,0,0.917789757412399,0.151392632524708,0.149445941898772,0.148547469302186,0.148098233003893,0.147798742138365,0.148098233003893,1,0.359988020365379,0.148697214734951,0.151392632524708,0.151392632524708,2000
"HT-5-1",0.0013527223537369,0,0.00574907000338181,0,0,0.14169766655394,0.00338180588434224,0.0321271559012513,0,0,0.00946905647615827,0,0.000676361176868448,0,0,0.00236726411903957,0.0321271559012513,0,0,0.00777815353398715,0.124450456543794,0.124788637132229,0.136624957727426,0.137639499492729,0.478863713222861,0.482583699695637,1,1,0,0,0.819749746364559,0.144064930672979,0.142035847142374,0.143050388907677,0.142035847142374,0.142035847142374,0.142035847142374,0.147108555968887,0.422049374365911,0.144064930672979,0.144064930672979,0.144064930672979,2006
"HT-6-1",0.00292214568983511,0.0530160718012941,0.169901899394698,0.00125234815278647,0,0.161135462325193,0.00292214568983511,0.0294301815904822,0.000208724692131079,0,0.0125234815278647,0,0.000208724692131079,0,0,0.00313087038196619,0.0294301815904822,0,0,0.0108536839908161,0.142558964725527,0.142558964725527,0.155917345021916,0.156543519098309,0.450010436234607,0.452306407848048,1,1,0,0,0.807347109163014,0.672510958046337,0.161761636401586,0.161761636401586,0.161344187017324,0.161344187017324,0.161344187017324,0.165101231475684,0.522646629096222,1,0.163431433938635,0.163431433938635,2012
"JO-4-1",0,0,0.0860232672456169,0,0,0.0444043912829756,0.000163853842372604,0.183844011142061,0,0,0.172538096018352,0,0,0,0,1,0.183844011142061,0,0,0.160085203998034,0.0129444535474357,0.0172046534491234,0.0614451908897264,0.0621006062592168,0.0693101753236113,0.102080943798132,1,1,0,0,0.0748812059642799,0.0452236604948386,0.0445682451253482,0.0445682451253482,0.0445682451253482,0.0445682451253482,0.0445682451253482,1,0.320825823365558,0.0445682451253482,0.0452236604948386,0.0452236604948386,2002
"JO-5-1",0,0,0.0764019570944674,0,0,0.0340609710199473,0.000188182160331201,0.152239367707941,0,0,0.0811065111027475,0,0.000188182160331201,0,0,1,0.152239367707941,0,0,0.0780955965374483,0.0105382009785472,0.0107263831388784,0.0622882950696274,0.0643582988332706,0.0592773805043282,0.0602182913059842,1,1,0,0,0.0457282649604817,0.0346255175009409,0.0346255175009409,0.0344373353406097,0.0340609710199473,0.0340609710199473,0.0340609710199473,1,0.244636808430561,0.0346255175009409,0.0346255175009409,0.0346255175009409,2007
"JO-6-2",0,0,0.0742294892200839,0,0,0.0393575459412531,0,0.0720590363189119,0,0,0.0551295036897699,0,0,0,0,1,0.0720590363189119,0,0,0.050933294747504,0.010562870785704,0.0104181739256258,0.0494863261467226,0.0504992041672696,0.0616408623932861,0.0617855592533642,1,1,0,0,0.0478946606858631,0.760960787150919,0.0395022428013312,0.0395022428013312,0.0393575459412531,0.0393575459412531,0.0393575459412531,1,0.209955143973376,1,0.0393575459412531,0.0393575459412531,2012
"KE-4-1",0.00584996558843771,0.0340674466620785,0.131968341362698,0.000860289057123193,0,0.110805230557467,0.0209910529938059,0.122849277357192,0.00103234686854783,0,0.0806951135581555,0,0.00120440467997247,0.000172057811424639,0,0.256538196834136,0.122849277357192,0,0,0.0674466620784584,0.063317274604267,0.0634893324156917,0.137474191328286,0.139194769442533,0.324156916724019,0.328802477632484,1,1,0,0,0.594287680660702,0.115966964900206,0.113041982105988,0.113041982105988,0.110805230557467,0.110805230557467,0.110977288368892,1,0.601342050929112,0.111321403991741,0.115966964900206,0.115966964900206,2003
"KE-5-1",0.000488360735796842,0.0156275435454989,0.000162786911932281,0,0,0.109555591730425,1,0.0932769005371968,0.000162786911932281,0,0.040045580335341,0,1,0,0,0.00537196809376526,0.0932769005371968,0,0,0.0353247598893049,1,0.593521080905095,1,1,1,1,1,1,0,0,0.575126159856748,0.125834282923653,0.111020673937815,0.111671821585545,0.109555591730425,0.109555591730425,0.110369526290086,0.113788051440664,0.593521080905095,0.109881165554289,0.125834282923653,0.125834282923653,2009
"KE-7-1",0.000275532696546657,0,0.133862968405584,0.000367376928728876,0,0.116412564290963,0.0142358559882439,0.0545554739162381,4.59221160911095e-05,0,0.0344875091844232,0,0.000505143277002204,0,0,0.00698016164584864,0.0545554739162381,0,0,0.0315025716385011,0.0777461425422483,0.0779298310066128,0.570077149155033,0.57035268185158,0.360993754592212,0.363106171932403,1,1,0,0,0.749035635562087,0.577700220426157,0.118065760470242,0.118203526818516,0.1167340191036,0.116688096987509,0.1167340191036,0.575955180014695,0.570949669360764,1,0.577700220426157,0.577700220426157,2014
"KH-4-1",0.000497636227917392,0,0.0378203533217218,0.00174172679771087,0,0.524508584224932,0.00522518039313262,0.103757153520776,0,0,0.0390644438915153,0,0.00223936302562827,0,0,0.253048021895994,0.103757153520776,0,0,0.0370738989798457,0.0181637223189848,0.0184125404329435,0.0320975367006718,0.0383179895496392,0.0681761632246828,0.0684249813386415,1,1,0,0,0.863150037322717,0.0465289873102762,0.0363274446379696,0.0383179895496392,0.0345857178402588,0.0343368997263001,0.0343368997263001,1,0.348842995770092,0.0360786265240109,0.0465289873102762,0.0465289873102762,2000
"KH-5-1",0.00312725523213856,0.0122684628337744,0,1,0,0.100312725523214,0.002165022853019,0.0726485446235266,0,0,0.0440221313447198,0,0.000721674284339668,0,0,1,0.0726485446235266,0,0,0.0358431561222035,0.0469088284820784,0.0473899446716382,0.0714457541496271,0.071686312244407,0.13014192927592,0.138561462593216,1,1,0,0,0.676208804426269,0.105845561703151,0.102237190281453,0.101034399807554,0.100312725523214,0.100312725523214,0.100312725523214,0.115467885494347,0.439980755352418,0.101996632186673,0.105845561703151,0.105845561703151,2006
"KH-6-1",0.00505863416877443,0,1,1,0,0.111060013796275,0.000459875833524948,0.0650724304437802,0,0,0.0331110600137963,0,0.000229937916762474,0,0,1,0.0650724304437802,0,0,0.0289721775120717,0.0687514371119798,0.0687514371119798,0.0970338008737641,0.0977236146240515,0.143021384226259,0.145780639227409,1,1,0,0,0.369510232237296,0.646125546102552,0.11243964129685,0.112899517130375,0.111060013796275,0.111060013796275,0.111289951713037,0.122326971717636,0.524948263968728,1,0.113589330880662,0.113589330880662,2011
"KH-7-1",0.00019105846388995,0,1,1,0,0.136988918609094,0,0.0599923576614444,0.00019105846388995,0,0.0349636988918609,0,0,0,0,1,0.0599923576614444,0,0,0.0299961788307222,0.0997325181505541,0.099923576614444,0.126671761559037,0.127627053878487,0.164119220481467,0.164692395873137,1,1,0,0,0.220099350401223,0.668895682078716,0.137753152464654,0.137179977072984,0.137179977072984,0.137179977072984,0.137371035536874,0.145013374092472,0.588077951853267,1,0.137753152464654,0.137753152464654,2014
"KM-6-1",0.00124416796267496,0.0547433903576983,1,0.0015552099533437,0,0.144945567651633,0.00653188180404355,0.195645412130638,0.00217729393468118,0,0.0771384136858476,0,0.00279937791601866,0,0,0.0438569206842924,0.195645412130638,0,0,0.0559875583203732,0.088646967340591,0.097045101088647,0.123172628304821,0.128149300155521,0.236702954898911,0.250388802488336,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2012
"KY-6-1",0,0,0.176727726894255,0,0,0.137177352206495,0.00374687760199833,0.0503746877601998,0,0,0.0366361365528726,0,0.00312239800166528,0,0,0.00666111573688593,0.0503746877601998,0,0,0.0305995004163197,0.117610324729392,0.115945045795171,0.135512073272273,0.136344712739384,0.23834304746045,0.23834304746045,1,1,0,0,0.14300582847627,0.700874271440466,0.14029975020816,0.140924229808493,0.13759367194005,0.13759367194005,0.13759367194005,0.144671107410491,0.219608659450458,1,0.140924229808493,0.140924229808493,2012
"LB-5-1",0.00266267265768015,0.000332834082210018,0.000166417041105009,0.00116491928773506,0,0.215842902313197,0.0134797803295057,0.136961224829423,0,0,0.0765518389083042,0,0.00266267265768015,0,0,0.0101514395074056,0.136961224829423,0,0,0.0737227492095191,0.155932767515394,0.158429023131969,0.201031785654851,0.207688467299051,0.390247961391246,0.393742719254452,1,1,0,0,0.872524546513563,0.244633050424363,0.225661507738392,0.228157763354968,0.216342153436512,0.216009319354302,0.217007821600932,0.232318189382593,0.439340988517224,0.219836911299717,0.244633050424363,0.244633050424363,2007
"LB-6-2",0.00193657709997579,0.11280561607359,1,0.000726216412490922,0,0.194141854272573,0.00242072137496974,0.0614863229242314,0.000242072137496974,0,0.037521181312031,0,0.00121036068748487,0,0,0.0242072137496974,0.0614863229242314,0,0,0.0334059549745824,0.146695715323166,0.147664003873154,0.181796175260228,0.183006535947712,0.411764705882353,0.412490922294844,0.513919147906076,0.513919147906076,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2013
"LS-4-1",0,0,0.275571002979146,0.00099304865938431,0,0.258192651439921,0.0431976166832175,0.180238331678252,0.0054617676266137,0,0.105759682224429,0,0,0,0,0.0829195630585899,0.180238331678252,0,0,0.100794438927507,0.155908639523337,0.155908639523337,0.266137040714995,0.267626613704071,0.448361469712016,0.448361469712016,1,1,0,0,0.538728897715988,0.262164846077458,0.26266137040715,0.263157894736842,0.258192651439921,0.258192651439921,0.258192651439921,1,0.825719960278054,0.258689175769613,0.262164846077458,0.262164846077458,2005
"LS-6-1",0.000783085356303837,0,0.000783085356303837,0.000783085356303837,0,0.330462020360219,0.0438527799530149,0.128425998433829,0,0,0.0974941268598277,0,0.000391542678151919,0,0,0.00822239624119029,0.128425998433829,0,0,0.0951448707909162,0.18363351605325,0.196554424432263,0.31636648394675,0.31832419733751,0.443617854346124,0.448316366483947,0.712999216914644,0.712999216914644,0,0,0.535238841033673,0.332811276429131,0.335552075176194,0.33476898981989,0.330462020360219,0.330462020360219,0.330462020360219,0.34494909945184,0.831245105716523,0.330462020360219,0.332811276429131,0.332811276429131,2010
"LS-7-1",0,0,0.365770171149144,0,0,0.324205378973105,0.058679706601467,0.0591687041564792,0,0,0.0298288508557457,0,0.000488997555012225,0,0,0.0102689486552567,0.0591687041564792,0,0,0.028361858190709,0.225916870415648,0.228361858190709,0.307090464547677,0.308068459657702,0.505134474327628,0.508068459657702,0.759902200488998,0.76039119804401,0,0,0.434718826405868,0.720293398533007,0.326161369193154,0.326161369193154,0.324694376528117,0.324694376528117,0.324694376528117,0.346699266503668,0.842542787286064,1,0.324694376528117,0.324694376528117,2014
"MA-4-1",0.000792393026941363,0.00063391442155309,0.0908082408874802,0.000158478605388273,0,0.0694136291600634,1,0.123771790808241,0,0,0.068621236133122,0,1,0,0,1,0.123771790808241,0,0,0.0675118858954041,1,0.232329635499208,1,1,1,1,1,1,0,0,0.571790808240887,0.0722662440570523,0.0706814580031696,0.0719492868462758,0.0697305863708399,0.0695721077654517,1,1,0.232329635499208,0.0708399366085578,0.0722662440570523,0.0722662440570523,2004
"MB-5-1",0.00111919418019026,0.0195858981533296,0.182988248461108,0.00111919418019026,0,0.149972020145495,0.00839395635142697,0.177392277560157,0,0,0.124790151091214,0,0.00223838836038053,0,0,1,0.177392277560157,0,0,0.122551762730834,0.0968102965864577,0.391158365976497,0.151650811415781,0.151650811415781,0.256855064353665,1,1,1,0,0,0.153329602686066,0.151650811415781,0.152210408505876,0.15053161723559,0.15053161723559,0.149972020145495,0.149972020145495,1,0.391158365976497,0.151091214325686,0.151650811415781,0.151650811415781,2005
"MD-3-1",0.000299490865528601,1,0.000299490865528601,1,0,0,1,0.130278526504942,0.00209643605870021,0,0.0730757711889787,0,1,0,0,0.0985324947589098,0.130278526504942,0,0,0.0634920634920635,1,0.400119796346211,1,1,1,1,1,1,1,1,0.642108415693321,0.00569032644504343,0.0146750524109015,0.0194669062593591,0,0,1,1,0.400119796346211,0,0.00569032644504343,0.00569032644504343,1997
"MD-5-1",0.00062392762439557,0.0166900639525815,0,0,0,0.136328185930432,0.0120106067696147,0.159413508033068,0,0,0.0446108251442833,0,0.00124785524879114,0,0,0.00717516768054906,1,0,0,1,0.0751832787396662,0.0889096864763687,0.127905163001092,0.128841054437685,0.249415067852129,0.279207611917018,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2009
"ML-3-1",0.0055364642993509,1,0.00420007636502482,1,0,0,1,0.1061473844979,0.000763650248186331,0,0.0446735395189003,0,1,0,0,0.00840015273004964,0.1061473844979,0,0,0.039327987781596,1,0.100229095074456,1,1,1,1,1,1,1,1,0.786177930507827,0.0316914852997327,0.0145093547155403,0.0164184803360061,0,0,1,1,0.100229095074456,0.00572737686139748,0.0316914852997327,0.0316914852997327,1996
"ML-4-1",0.00131643903241731,0.000329109758104328,0.143327299654435,0.00189238110909988,0,0.126295869672536,0.00658219516208656,0.167516866875103,0.0018101036695738,0,0.0980747079150897,0,0.00394931709725193,0,0,0.282129340134935,0.167516866875103,0,0,0.108194832976798,0.0589929241402008,0.0603916406121442,0.133124897153201,0.147688003949317,0.17113707421425,0.17829521145302,1,1,0,0,0.823844001974659,0.152789205199934,0.132384400197466,0.133536284350831,0.12810597334211,0.126460424551588,1,1,0.206187263452361,0.129340134935001,0.152789205199934,0.152789205199934,2001
"ML-5-1",0.00281418943938384,0,1,0.000444345700955343,0,0.111975116640746,0.00296230467303562,0.13011923276309,0.000518403317781234,0,0.0535436569651189,0,0.00111086425238836,0,0,0.00585055172924535,0.13011923276309,0,0,0.0536177145819448,0.0563578464045027,0.0639857809375694,0.0949418647707917,0.100274013182256,0.161593719914093,0.171073094867807,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2006
"ML-6-2",0,0,1,0,0,0.13125,0.000178571428571429,0.131964285714286,0.00232142857142857,0,0.0766071428571429,0,0,0,0,0.0276785714285714,0.131964285714286,0,0,0.0691071428571429,0.0616071428571429,0.0623214285714286,0.127678571428571,0.135714285714286,0.1425,0.149285714285714,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2013
"MM-7-1",0,0,0.155644241733181,0,0,0.134929684530597,0.00114025085518814,0.108893956670468,0.000190041809198024,0,0.0948308627898138,0,0.000380083618396047,0,0,0.00760167236792094,0.108893956670468,0,0,0.0763968072976055,0.0796275180539719,0.08076776890916,0.126187761307488,0.12694792854428,0.209045990117826,0.2115165336374,1,1,0,0,0.623337134169517,0.599391866210566,0.135499809958191,0.135689851767389,0.135309768148993,0.135309768148993,0.135309768148993,0.139870771569745,0.53458760927404,1,0.135309768148993,0.135309768148993,2016
"MW-4-1",0.00116518777449135,0.000179259657614054,0.126736577933136,0.000358519315228108,0,0.10522541901945,0.00492964058438648,0.0966209554539751,0,0,0.0373756386125303,0,0.000537778972842162,0,0,0.0771712826028502,0.0966209554539751,0,0,0.029757103163933,0.0674016312628843,0.0674016312628843,0.0977861432284664,0.099668369633414,0.297033252666487,0.299005108900242,1,1,0,0,0.578381285291745,0.107645424397239,0.106300976965134,0.10612171730752,0.10522541901945,0.10522541901945,0.105404678677064,1,0.481670700008963,0.105763197992292,0.107645424397239,0.107645424397239,2000
"MW-4-2",0.000549802987262897,0.000183267662420966,0.134976633373041,0.000366535324841932,0,0.124530376615046,0.00394025474205077,0.185558508201228,0.000274901493631449,0,0.118574177586365,0,0.00064143681847338,0,0,0.106570145697792,0.185558508201228,0,0,0.0962155227710071,0.0744066709429121,0.0743150371117016,0.162558416567397,0.163291487217081,0.277467240905342,0.279299917529552,1,1,0,0,0.569504260973151,0.127279391551361,0.12517181343352,0.125355081095941,0.124530376615046,0.124530376615046,0.12709612388894,1,0.510033904517548,0.124622010446257,0.127279391551361,0.127279391551361,2005
"MW-6-1",0.000359453630481668,0,0.104241552839684,0.000179726815240834,0,0.0939971243709561,0.00161754133716751,0.13353702372394,0.000179726815240834,0,0.0790797987059669,0,0.000359453630481668,0,0,0.00539180445722502,0.13353702372394,0,0,0.0666786484543494,0.0514018691588785,0.0517613227893602,0.0979511143062545,0.101725377426312,0.169482386772106,0.17235801581596,1,1,0,0,0.411214953271028,0.106398274622574,0.0961538461538462,0.0961538461538462,0.0939971243709561,0.0939971243709561,0.094176851186197,0.099568655643422,0.577821710999281,0.0943565780014378,0.106398274622574,0.106398274622574,2010
"MW-7-2",0,0,1,0,0,0.118677361270257,0.00327385824193812,0.0707153380258635,0.00114585038467834,0,0.0394499918153544,0,0.000163692912096906,0,0,0.00638402357177934,0.0707153380258635,0,0,0.0369945981339008,0.0843018497299067,0.0851203142903912,0.11851366835816,0.119659518742838,0.361761335734163,0.36880013095433,1,1,0,0,0.251759698805042,0.647241774431167,0.122114912424292,0.119823211654935,0.118677361270257,0.118677361270257,0.118677361270257,0.121787526600098,0.605009003110165,0.118677361270257,0.118677361270257,0.118677361270257,2016
"MZ-6-1",0,9.09173561232839e-05,1,0.0638239839985453,0,0.107100645513228,0.00372761160105464,0.0647331575597782,0.00800072733884899,0,0.0140012728429857,0,0,0,0,0.0232748431675607,0.0647331575597782,0,0,0.0124556777888899,0.0860987362487499,0.0873715792344759,0.102282025638694,0.102918447131557,0.379943631239204,0.384762251113738,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2011
"NG-2-1",0.000257433389110568,1,0,1,0,0,1,0.291672029862273,0.00231690050199511,0,0.208907195263226,0,1,0,0,0.140301197065259,0.291672029862273,0,0,0.209164628652336,1,0.263483073754666,1,1,1,1,1,1,1,1,0.873728922641267,0.0738833826747329,0.133221778864719,0.132320762002832,0.000257433389110568,0,1,1,0.263483073754666,0,0.0738833826747329,0.0738833826747329,1990
"NG-4-2",0.00106401844298634,0,0.135839687887923,0.00106401844298634,0,0.122716793757758,0.00532009221493173,0.17769107997872,0.00159602766447952,0,0.0707572264585919,0,0.00372406455045221,0,0,0.300762546550807,0.17769107997872,0,0,0.0668558255009754,0.0643731158006739,0.066678489093811,0.121475438907608,0.122007448129101,0.168646923213336,0.177336407164391,1,1,0,0,0.862209611633268,0.131760950523142,0.126795531122539,0.127682213158361,0.123958148607909,0.122894130164923,0.124844830643731,1,0.367263699237453,0.12519950345806,0.131760950523142,0.131760950523142,2003
"NG-5-1",0.00419194704908991,3.67714653428939e-05,0.00066188637617209,0.000330943188086045,0,0.104173561316418,0.00227983085125942,0.232873690016547,0.00415517558374701,0,0.0667034381320096,0,0.00290494576208862,3.67714653428939e-05,0,0.0163265306122449,0.232873690016547,0,0,0.0607464607464607,0.0697922412208127,0.0708953851810995,0.113476742048171,0.116565545136974,0.157234785806214,0.165802537231109,1,1,0,0,0.855341055341055,0.13609119323405,0.111086596800883,0.111711711711712,0.104835447692591,0.10432064717779,0.105276705276705,0.120904578047435,0.346791689648833,0.106343077771649,0.13609119323405,0.13609119323405,2008
"NG-6-2",0.00123436196830692,0.00667222685571309,1,0.00176814011676397,0,0.0873060884070058,0.00190158465387823,0.125504587155963,0.00163469557964971,0,0.0430025020850709,0,0.000767306088407006,6.67222685571309e-05,0,0.0114762301918265,0.125504587155963,0,0,0.0380984153461218,0.0620517097581318,0.0705254378648874,0.0914762301918265,0.0926772310258549,0.168407005838199,0.175212677231026,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2013
"NI-2-1",0.00658480156611497,1,0.00498309307705997,1,0,0,1,0.269620928990924,0.0142374087915999,0,0.129560420003559,0,1,0,0,0.231357892863499,0.269620928990924,1,1,0.103577148958889,1,0.108560242035949,1,1,1,1,1,1,1,1,0.701370350596191,0.00605089873642997,0.0320341697810998,0.0300765260722549,0,0,1,1,0.108560242035949,0.00231357892863499,0.00605089873642997,0.00605089873642997,1992
"NI-3-1",0.00282552389922298,1,0.00329644454909348,1,0,0,1,0.0852366376265599,0.00541558747351071,0,0.0496821285613374,0,1,0,0,0.162703084530257,0.0852366376265599,0,0,0.0390864139392512,1,0.109489051094891,1,1,1,1,1,1,1,1,0.7581822462915,0.00894749234753944,0.0195432069696256,0.0207205085943019,0,0,1,1,0.109489051094891,0.00141276194961149,0.00894749234753944,0.00894749234753944,1998
"NM-4-1",0.00383920505871725,0,0.316621499548329,0.00022583559168925,0,0.28929539295393,0.0372628726287263,0.101851851851852,0.00474254742547425,0.0004516711833785,0.0471996386630533,0,0.00813008130081301,0,0,0.496386630532972,0.101851851851852,0,0,0.0476513098464318,0.227190605239386,0.22583559168925,1,1,0.650180668473351,0.648599819331527,1,1,0,0,0.505420054200542,0.301038843721771,0.296747967479675,0.29810298102981,0.290424570912376,0.289747064137308,0.290198735320687,1,0.658084914182475,0.292682926829268,0.301038843721771,0.301038843721771,2000
"NM-5-1",0.000887941751021133,0.120227313088261,0,0,0,0.308648552654946,0.0198898952228734,0.100692594565796,0.00408453205469721,0,0.0546972118629018,0,0.00639318060735216,0.000177588350204227,0,0.0170484816196058,0.100692594565796,0,0,0.0511454448588173,0.247380571834488,0.250932338838572,0.283253418575741,0.287693127330847,0.656011365654413,0.662404546261765,1,1,0,0,0.465103889184869,0.330136743029657,0.312377908009235,0.312022731308826,0.30882614100515,0.308648552654946,0.309358906055763,0.320191795418221,0.649795773397265,0.308648552654946,0.330136743029657,0.330136743029657,2007
"NM-6-1",0.000343524562006183,0.00103057368601855,0.34833390587427,0.0020611473720371,0,0.331844726897973,0.0113363105462041,0.110614908965991,0,0,0.0587427001030574,0,0.00240467193404328,0,0,0.0127104087942288,0.110614908965991,0,0,0.0693919615252491,0.264857437306767,0.267605633802817,0.32944005496393,0.329783579525936,0.67502576434215,0.679835108210237,0.744761250429406,0.744761250429406,0,0,0.422535211267606,0.742013053933356,0.335967021642047,0.335967021642047,0.331844726897973,0.331844726897973,0.332875300583992,0.363448986602542,0.604603229130883,1,0.335967021642047,0.335967021642047,2013
"NP-4-1",0,0,0.132547441058079,0.000287521564117309,0,0.0851063829787234,1,0.0679988499137435,0,0,0.0526164462334675,0,1,0,0,0.305204140310523,0.0679988499137435,0,0,0.0448533640023002,1,0.21362852213916,1,1,1,1,1,1,0,0,1,0.0859689476710753,0.0881253594019552,0.0882691201840138,0.0855376653248994,0.0855376653248994,0.0855376653248994,1,0.21362852213916,0.0858251868890167,0.0859689476710753,0.0859689476710753,2001
"NP-5-1",0.000169176112332939,0,0,0,0,0.0874640500761293,0.000169176112332939,0.0617492810015226,0,0,0.0507528336998816,0,0,0,0,0,0.0617492810015226,0,0,0.0438166130942311,0.024699712400609,0.024699712400609,0.063271866012519,0.063441042124852,0.338013872441211,0.338183048553544,1,1,0,0,0.847572322788022,0.0883099306377939,0.0884791067501269,0.0884791067501269,0.0879715784131281,0.0879715784131281,0.0879715784131281,0.093554390120115,0.304347826086957,0.0886482828624598,0.0883099306377939,0.0883099306377939,2006
"NP-6-1",0,0,0.126592049401775,0,0,0.0764183712852181,0.000771902740254728,0.0478579698957931,0,0,0.0351215746815901,0,0.00115785411038209,0,0,0,0.0478579698957931,0,0,0.0316480123504438,0.025472790428406,0.025472790428406,0.0567348514087225,0.0567348514087225,0.388653029718255,0.389038981088383,1,1,0,0,0.661520648398302,0.448861443458124,0.0768043226553454,0.0768043226553454,0.0768043226553454,0.0768043226553454,0.0768043226553454,0.0798919336163643,0.35584716325743,1,0.0768043226553454,0.0768043226553454,2011
"PE-4-1",0.0306349084782109,1,0.0305583212070154,1,0,0,1,0.116872175844375,0.000459523627173164,0,0.101018610706901,0,1,0,0,0.487707742973118,0.116872175844375,0,0,0.0933598835873478,1,0.442444665696561,1,1,1,1,1,1,1,1,0.310714559240254,0.00199126905108371,0.00880753618748564,0.00896071072987669,0,0,1,1,0.442444665696561,0.000612698169564218,0.00199126905108371,0.00199126905108371,2000
